id_telefono,id_establecimiento,telefono
b5feee0f-3067-4faf-8c10-55a5f2256c86,9fd072d2-0b5d-49f4-9807-a01a7a4b7be2,6462109444
06cf4957-e5b7-454b-a368-b17e284e5cd6,cea3bac3-daea-4427-b6bd-c0fe06e7bcd6,6161076019
632688be-bcd7-460e-be4d-131a524dee35,d54c8bf6-cc0f-4942-bd2f-0296c3b5fc47,6462119297
8a7763a1-c194-40e2-9c4d-494e835baeeb,9eb28d31-ca77-4eb4-908d-9d06f87c6664,6462101629
f66ccde9-e848-464f-8de0-4323c08ab7f8,828d795e-b0a2-436b-a52c-9a93d8b6f7a2,6461507816
aab8bf83-2d30-4bed-82c0-3dcc56ec0f84,eb20fde9-385c-4736-a640-17c33fc0c038,6161070125
